work_id,Work category,State_x,Constituency_x,Sanction Amount ( ₹ ),Fund Disbursed Amount ( ₹ ),expenditure_ratio,duration_days,sanction_delay_days,payment_count,vendor_count,cost_vs_category_avg,risk_score,final_risk_category,alert_type,risk_reasons
WS/MP18222/2025-2026/171355,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171357,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171358,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18220/2024-2025/171359,Normal/Others,Uttar Pradesh,HATHRAS (SC),1701236.0,1701236.0,1.0,108.0,23,2.0,1.0,3.251446888439983,50.0,High Risk,Rule-Based High Risk,High Cost; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171360,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171361,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171362,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171363,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP761/2025-2026/171365,Normal/Others,Telangana,NIZAMABAD,450000.0,450000.0,1.0,3.0,200,1.0,1.0,0.8600518092716074,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; High Expenditure; 
WS/MP18222/2025-2026/171367,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171368,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171369,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171370,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,412.0,50,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18190/2025-2026/171372,Normal/Others,Telangana,MAHABUBABAD,167000.0,166998.0,0.9999880239520959,1.0,416,1.0,1.0,0.3191747825519077,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; High Expenditure; 
WS/MP18222/2025-2026/171373,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,413.0,50,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171375,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171376,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171377,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171378,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,412.0,50,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP761/2024-2025/171379,Normal/Others,Telangana,NIZAMABAD,495000.0,495000.0,1.0,1.0,3,1.0,1.0,0.9460569901987682,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP18190/2025-2026/171380,Normal/Others,Telangana,MAHABUBABAD,167000.0,166998.0,0.9999880239520959,1.0,416,1.0,1.0,0.3191747825519077,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; High Expenditure; 
WS/MP18190/2025-2026/171382,Normal/Others,Telangana,MAHABUBABAD,167000.0,166349.0,0.9961017964071857,2.0,416,1.0,1.0,0.3191747825519077,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; High Expenditure; 
WS/MP18199/2025-2026/171383,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171384,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171385,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18190/2025-2026/171386,Normal/Others,Telangana,MAHABUBABAD,166000.0,165993.0,0.9999578313253012,2.0,416,1.0,1.0,0.3172635563090819,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; High Expenditure; 
WS/MP18222/2025-2026/171388,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,412.0,50,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171390,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171391,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171392,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,413.0,50,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171393,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,413.0,50,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171394,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,413.0,50,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18265/2025-2026/171398,Normal/Others,Tamil Nadu,CUDDALORE,3136643.0,3136643.0,1.0,6.0,206,1.0,1.0,5.994834415975828,50.0,High Risk,Priority Alert,High Cost; Long Sanction Delay; High Expenditure; 
WS/MP18199/2025-2026/171400,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171401,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171402,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171403,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171404,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171405,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,413.0,50,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP372/2024-2025/171406,Normal/Others,Odisha,CUTTACK,900000.0,900000.0,1.0,192.0,39,1.0,1.0,1.7201036185432148,33.33333333333333,Medium Risk,Normal,High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171410,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,412.0,50,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171411,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171412,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171413,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171414,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171415,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171416,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171417,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171418,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171420,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171421,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,411.0,51,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171422,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171423,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171424,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171425,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171426,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171427,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171428,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171430,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171431,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171433,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171434,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171435,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,20900.0,12298.0,0.588421052631579,475.0,104,1.0,1.0,0.0399446284750591,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171437,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171439,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171442,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,412.0,50,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171444,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171445,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,440.0,139,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171446,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171447,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171449,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,412.0,50,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171450,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171451,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171452,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,411.0,51,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171454,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171456,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,411.0,51,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171458,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,411.0,51,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171459,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,474.0,105,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171460,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171461,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,440.0,139,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171462,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18108/2025-2026/171463,Normal/Others,Madhya Pradesh,SAGAR,500000.0,375000.0,0.75,470.0,109,1.0,1.0,0.9556131214128972,16.666666666666664,Low Risk,Normal,Long Duration; 
WS/MP18108/2024-2025/171464,Normal/Others,Madhya Pradesh,SAGAR,500000.0,500000.0,1.0,234.0,31,2.0,1.0,0.9556131214128972,16.666666666666664,Low Risk,Normal,High Expenditure; 
WS/MP18222/2025-2026/171465,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,411.0,51,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171466,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171467,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171468,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171469,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171470,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171471,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171472,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,440.0,139,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171473,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,440.0,139,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171475,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171476,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,411.0,51,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171477,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,411.0,51,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171478,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,411.0,51,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171480,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,411.0,51,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171481,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171482,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171483,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171484,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171485,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171491,Normal/Others,Uttar Pradesh,JAUNPUR,19992.0,19992.0,1.0,411.0,51,1.0,1.0,0.03820923504657328,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171492,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,440.0,139,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171493,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18222/2025-2026/171497,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171499,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,412.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP761/2025-2026/171500,Normal/Others,Telangana,NIZAMABAD,234854.0,234854.0,1.0,1.0,351,1.0,1.0,0.4488591280326091,33.33333333333333,Medium Risk,Normal,Long Sanction Delay; High Expenditure; 
WS/MP18222/2025-2026/171501,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18222/2025-2026/171502,Normal/Others,Uttar Pradesh,JAUNPUR,20900.0,19992.0,0.9565550239234449,411.0,51,1.0,1.0,0.0399446284750591,50.0,High Risk,Rule-Based High Risk,Long Duration; High Expenditure; Late First Payment; 
WS/MP18199/2025-2026/171503,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171504,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,440.0,139,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
WS/MP18199/2025-2026/171505,Normal/Others,Uttar Pradesh,AMBEDKAR NAGAR,107900.0,64400.0,0.5968489341983317,475.0,104,1.0,1.0,0.2062213116009032,33.33333333333333,Medium Risk,Normal,Long Duration; Late First Payment; 
